Id,bairro,tipo_vendedor,quartos,suites,vagas,area_util,area_extra,preco,tipo_casa,tipo_apartamento,tipo_quitinete,tipo_loft,amenities
2100,690600.0,True,3,2,2,102,0,620000.0,False,True,False,False,2
2101,876340.6047529706,True,4,3,2,1304,0,850000.0,False,True,False,False,2
2102,876340.6047529706,True,4,2,2,150,88,850000.0,False,True,False,False,1
2103,583929.8409785932,True,3,0,1,70,0,270000.0,False,True,False,False,2
2104,583929.8409785932,True,4,2,3,220,0,1000000.0,False,True,False,False,2
2105,365807.8947368421,True,2,1,1,61,0,320000.0,False,True,False,False,0
2106,1917213.725,True,3,1,1,79,0,450000.0,False,True,False,False,1
2107,506917.8622222222,True,3,1,2,79,0,450000.0,False,True,False,False,2
2108,1055400.0,True,5,2,8,400,545,950000.0,True,False,False,False,0
2109,506917.8622222222,True,3,1,2,77,0,530000.0,False,True,False,False,1
2110,268065.0,True,2,1,1,60,0,249000.0,False,True,False,False,0
2111,583929.8409785932,True,3,1,1,67,0,474000.0,False,True,False,False,2
2112,876340.6047529706,True,2,1,1,47,0,305000.0,False,True,False,False,1
2113,690600.0,True,3,1,1,113,0,430000.0,False,True,False,False,0
2114,876340.6047529706,True,5,1,2,213,83,650000.0,False,True,False,False,0
2115,599055.7475247525,True,3,1,2,107,0,780000.0,False,True,False,False,2
2116,1043019.2307692308,True,4,2,2,139,0,1065000.0,False,True,False,False,2
2117,583929.8409785932,True,4,4,3,203,0,1250000.0,False,True,False,False,0
2118,534571.1057692308,True,3,1,2,76,0,456000.0,False,True,False,False,2
2119,506917.8622222222,True,2,1,1,54,0,409000.0,False,True,False,False,2
2120,329308.0022413793,True,2,1,1,61,19,360000.0,False,True,False,False,2
2121,464000.0,False,6,3,2,274,76,959000.0,True,False,False,False,0
2122,352413.4482758621,True,3,1,1,64,0,395000.0,False,True,False,False,2
2123,876340.6047529706,True,3,1,0,73,26,460000.0,False,True,False,False,2
2124,690600.0,True,5,2,6,370,0,2750000.0,False,True,False,False,2
2125,876340.6047529706,True,4,4,0,155,0,2250000.0,False,True,False,False,2
2126,534571.1057692308,True,4,2,2,230,0,850000.0,False,True,False,False,0
2127,1917213.725,True,4,4,3,210,0,1500000.0,False,True,False,False,2
2128,506917.8622222222,True,3,1,1,79,0,400000.0,False,True,False,False,0
2129,894779.6666666666,True,4,4,3,173,0,1307550.0,False,True,False,False,0
2130,416455.32515337423,True,2,1,1,59,0,317000.0,False,True,False,False,0
2131,690600.0,True,4,2,3,150,0,1150000.0,False,True,False,False,2
2132,599055.7475247525,True,3,1,1,120,0,450000.0,False,True,False,False,2
2133,876340.6047529706,False,3,3,2,265,20,1490000.0,False,True,False,False,2
2134,575885.0574712644,True,2,0,1,60,0,340000.0,False,True,False,False,2
2135,534571.1057692308,True,3,1,1,60,0,350000.0,False,True,False,False,2
2136,329308.0022413793,True,3,1,1,60,0,320000.0,False,True,False,False,2
2137,4235034.090452261,True,4,2,3,186,0,950000.0,False,True,False,False,0
2138,876340.6047529706,True,3,1,1,58,10,450000.0,False,True,False,False,2
2139,4235034.090452261,True,4,4,4,255,0,1657785.0,False,True,False,False,1
2140,296056.4166666667,True,3,1,2,85,0,550000.0,False,True,False,False,2
2141,876340.6047529706,True,2,1,2,56,0,440000.0,False,True,False,False,2
2142,583929.8409785932,True,3,1,1,65,0,325000.0,False,True,False,False,1
2143,4235034.090452261,True,3,1,2,106,0,630000.0,False,True,False,False,0
2144,506917.8622222222,True,2,0,1,55,0,295000.0,False,True,False,False,2
2145,1917213.725,True,3,0,1,85,0,300000.0,False,True,False,False,1
2146,583929.8409785932,True,3,1,0,75,0,340000.0,False,True,False,False,0
2147,571253.4155844155,True,3,1,2,114,0,425000.0,False,True,False,False,2
2148,448228.3333333333,True,4,2,3,140,0,870000.0,False,True,False,False,2
2149,561250.0,True,3,1,2,85,0,550000.0,False,True,False,False,1
2150,748617.8699186991,True,4,4,4,295,0,1600000.0,False,True,False,False,2
2151,876340.6047529706,True,3,1,1,137,0,460000.0,False,True,False,False,0
2152,1917213.725,True,3,1,2,63,0,388008.0,False,True,False,False,2
2153,1233013.5357142857,True,3,3,2,149,0,1100000.0,False,True,False,False,2
2154,575885.0574712644,True,3,1,1,65,0,240000.0,False,True,False,False,1
2155,1917213.725,True,2,1,1,53,0,287535.0,False,True,False,False,2
2156,876340.6047529706,True,4,4,4,312,0,3500000.0,False,True,False,False,2
2157,1917213.725,True,4,4,3,193,0,1290000.0,False,True,False,False,2
2158,876340.6047529706,True,4,2,0,128,0,1003680.0,False,True,False,False,2
2159,416455.32515337423,True,2,1,1,58,0,434100.0,False,True,False,False,2
2160,894779.6666666666,True,4,4,3,155,0,2350000.0,False,True,False,False,2
2161,329308.0022413793,False,3,0,1,80,20,280000.0,True,False,False,False,0
2162,876340.6047529706,True,3,2,1,90,0,400000.0,False,True,False,False,2
2163,795671.4285714285,True,4,2,3,152,0,1000000.0,False,True,False,False,0
2164,416455.32515337423,True,3,1,1,61,0,360000.0,False,True,False,False,2
2165,534571.1057692308,True,3,2,2,80,0,450000.0,False,True,False,False,1
2166,876340.6047529706,True,4,1,2,160,0,890000.0,False,True,False,False,2
2167,876340.6047529706,True,3,1,1,107,0,350000.0,False,True,False,False,0
2168,534571.1057692308,True,4,2,3,147,33,850000.0,False,True,False,False,2
2169,506917.8622222222,True,4,2,3,166,0,870000.0,False,True,False,False,1
2170,583929.8409785932,False,3,1,0,102,0,560000.0,False,True,False,False,2
2171,599055.7475247525,True,3,1,0,113,0,665000.0,False,True,False,False,0
2172,876340.6047529706,True,2,1,1,48,0,335000.0,False,True,False,False,2
2173,1917213.725,True,2,1,1,43,0,340000.0,False,True,False,False,2
2174,876340.6047529706,True,4,4,4,405,15,3790000.0,False,True,False,False,2
2175,876340.6047529706,True,1,0,1,27,0,200000.0,False,True,False,False,2
2176,876340.6047529706,True,3,1,2,102,0,750000.0,False,True,False,False,1
2177,704205.2631578947,True,4,1,2,256,0,950000.0,False,True,False,False,2
2178,296056.4166666667,True,2,0,1,55,0,180000.0,False,True,False,False,0
2179,876340.6047529706,True,2,1,1,56,0,285000.0,False,True,False,False,2
2180,365807.8947368421,True,3,3,4,247,203,1000000.0,True,False,False,False,1
2181,1917213.725,True,3,1,1,75,0,455000.0,False,True,False,False,2
2182,4235034.090452261,True,4,4,3,200,0,1100000.0,False,True,False,False,2
2183,268065.0,False,3,0,1,59,16,170000.0,False,True,False,False,2
2184,416455.32515337423,True,2,1,1,69,0,310000.0,False,True,False,False,2
2185,876340.6047529706,True,2,1,1,60,0,450000.0,False,True,False,False,2
2186,599055.7475247525,True,4,2,3,126,0,840000.0,False,True,False,False,2
2187,583929.8409785932,True,4,1,3,289,0,1200000.0,False,True,False,False,1
2188,4235034.090452261,True,3,1,2,128,0,720000.0,False,True,False,False,2
2189,583929.8409785932,True,3,1,1,57,0,325000.0,False,True,False,False,2
2190,876340.6047529706,True,3,1,1,75,13,350000.0,False,True,False,False,0
2191,448228.3333333333,True,2,1,1,63,0,325000.0,False,True,False,False,2
2192,329308.0022413793,True,2,1,1,47,0,268500.0,False,True,False,False,2
2193,876340.6047529706,True,2,1,1,55,0,380000.0,False,True,False,False,2
2194,534571.1057692308,True,3,1,2,82,0,550000.0,False,True,False,False,2
2195,534571.1057692308,True,2,0,1,61,0,280000.0,False,True,False,False,2
2196,534571.1057692308,True,3,1,1,118,0,480000.0,False,True,False,False,2
2197,534571.1057692308,True,4,1,2,170,0,680000.0,False,True,False,False,0
2198,1917213.725,True,2,1,1,55,0,300000.0,False,True,False,False,2
2199,4235034.090452261,True,3,1,2,115,0,600000.0,False,True,False,False,2
2200,599055.7475247525,True,3,1,2,101,0,740000.0,False,True,False,False,0
2201,583929.8409785932,True,3,1,2,90,0,490000.0,False,True,False,False,2
2202,876340.6047529706,True,3,2,2,94,0,900000.0,False,True,False,False,2
2203,876340.6047529706,True,3,1,0,119,0,599000.0,False,True,False,False,1
2204,583929.8409785932,True,3,1,2,96,0,630000.0,False,True,False,False,2
2205,876340.6047529706,True,4,4,3,181,0,2100000.0,False,True,False,False,2
2206,258360.0,True,2,1,1,55,0,270000.0,False,True,False,False,2
2207,876340.6047529706,True,4,2,2,126,0,1100000.0,False,True,False,False,0
2208,416455.32515337423,True,3,2,2,72,0,373000.0,False,True,False,False,2
2209,583929.8409785932,True,3,1,1,75,0,400000.0,False,True,False,False,2
2210,583929.8409785932,True,3,1,2,79,0,525000.0,False,True,False,False,1
2211,416455.32515337423,True,2,1,1,43,1,217000.0,False,True,False,False,1
2212,599055.7475247525,True,3,1,1,68,0,370000.0,False,True,False,False,2
2213,876340.6047529706,True,3,1,1,107,0,400000.0,False,True,False,False,0
2214,583929.8409785932,True,3,1,2,90,0,590000.0,False,True,False,False,2
2215,748617.8699186991,True,4,2,2,208,0,890000.0,False,True,False,False,0
2216,876340.6047529706,True,3,1,2,105,0,598400.0,False,True,False,False,2
2217,876340.6047529706,True,4,2,3,213,0,1500000.0,False,True,False,False,2
2218,583929.8409785932,True,3,1,1,106,0,410000.0,False,True,False,False,2
2219,575885.0574712644,True,3,1,2,82,48,455000.0,False,True,False,False,2
2220,876340.6047529706,True,4,2,2,130,0,800000.0,False,True,False,False,0
2221,416455.32515337423,True,3,1,1,76,0,300000.0,False,True,False,False,0
2222,411428.5714285714,True,2,0,1,81,0,170000.0,False,True,False,False,2
2223,4235034.090452261,True,4,4,3,200,0,1620000.0,False,True,False,False,2
2224,599055.7475247525,True,3,1,1,66,0,380000.0,False,True,False,False,2
2225,876340.6047529706,True,3,1,1,100,0,360000.0,False,True,False,False,1
2226,876340.6047529706,True,2,1,1,56,0,399000.0,False,True,False,False,2
2227,876340.6047529706,True,3,2,0,119,0,580000.0,False,True,False,False,0
2228,876340.6047529706,True,5,3,4,480,0,2500000.0,False,True,False,False,0
2229,876340.6047529706,True,3,1,2,85,0,570000.0,False,True,False,False,2
2230,1917213.725,True,2,1,1,63,0,430000.0,False,True,False,False,2
2231,876340.6047529706,True,4,1,2,138,0,670000.0,False,True,False,False,2
2232,876340.6047529706,True,4,4,5,464,86,2700000.0,False,True,False,False,2
2233,416455.32515337423,True,3,1,1,64,0,348000.0,False,True,False,False,2
2234,583929.8409785932,True,3,1,2,100,0,670000.0,False,True,False,False,2
2235,876340.6047529706,True,3,1,1,101,0,600000.0,False,True,False,False,2
2236,1263136.32,True,3,1,2,105,0,650000.0,False,True,False,False,2
2237,506917.8622222222,True,3,1,1,138,222,900000.0,True,False,False,False,1
2238,599055.7475247525,True,3,1,1,90,0,260000.0,False,True,False,False,0
2239,365807.8947368421,True,4,0,1,62,0,398000.0,False,True,False,False,2
2240,876340.6047529706,True,3,2,2,128,0,1150000.0,False,True,False,False,2
2241,876340.6047529706,True,3,1,2,105,0,780000.0,False,True,False,False,2
2242,876340.6047529706,True,3,1,2,105,0,540000.0,False,True,False,False,2
2243,534571.1057692308,True,4,2,2,113,0,750000.0,False,True,False,False,2
2244,894779.6666666666,True,4,1,2,178,0,790000.0,False,True,False,False,1
2245,876340.6047529706,True,1,0,1,29,0,265000.0,False,True,False,False,2
2246,583929.8409785932,True,4,2,2,91,0,550000.0,False,True,False,False,2
2247,447179.76470588235,True,3,1,2,104,0,630000.0,False,True,False,False,2
2248,583929.8409785932,True,3,1,1,70,0,290000.0,False,True,False,False,0
2249,352413.4482758621,True,2,0,1,55,0,165000.0,False,True,False,False,0
2250,876340.6047529706,True,4,2,2,125,0,750000.0,False,True,False,False,1
2251,599055.7475247525,True,3,1,2,89,0,550000.0,False,True,False,False,2
2252,876340.6047529706,True,3,1,2,99,0,761000.0,False,True,False,False,2
2253,416455.32515337423,True,3,1,2,63,0,420000.0,False,True,False,False,2
2254,447179.76470588235,True,3,1,2,110,0,630000.0,False,True,False,False,2
2255,1917213.725,True,3,1,1,60,0,450000.0,False,True,False,False,1
2256,583929.8409785932,True,3,1,2,96,0,635000.0,False,True,False,False,2
2257,487251.76470588235,True,3,1,2,105,0,650000.0,False,True,False,False,2
2258,352413.4482758621,True,2,1,1,52,0,270000.0,False,True,False,False,2
2259,876340.6047529706,True,4,2,2,128,0,1003680.0,False,True,False,False,2
2260,748617.8699186991,True,4,4,3,270,0,1300000.0,False,True,False,False,2
2261,599055.7475247525,True,2,1,1,55,0,350000.0,False,True,False,False,2
2262,487251.76470588235,True,2,1,1,47,0,280000.0,False,True,False,False,2
2263,575885.0574712644,True,4,3,3,210,0,850000.0,False,True,False,False,2
2264,571253.4155844155,True,4,2,2,185,0,750000.0,False,True,False,False,1
2265,506917.8622222222,True,4,2,3,127,0,900000.0,False,True,False,False,2
2266,1917213.725,True,4,4,3,203,0,1200000.0,False,True,False,False,2
2267,583929.8409785932,True,2,1,1,60,30,340000.0,False,True,False,False,2
2268,599055.7475247525,True,4,3,3,245,0,1900000.0,False,True,False,False,0
2269,1263136.32,True,4,4,2,260,0,870000.0,False,True,False,False,1
2270,329308.0022413793,True,4,0,1,104,0,320000.0,True,False,False,False,0
2271,876340.6047529706,True,4,3,2,245,0,735000.0,False,True,False,False,1
2272,416455.32515337423,True,2,1,1,64,0,289000.0,False,True,False,False,1
2273,1917213.725,True,3,1,2,96,0,590000.0,False,True,False,False,0
2274,448383.4,True,3,1,2,61,0,330000.0,False,True,False,False,2
2275,464000.0,True,3,1,3,178,42,325000.0,True,False,False,False,0
2276,876340.6047529706,True,3,1,2,91,0,545000.0,False,True,False,False,2
2277,571253.4155844155,True,3,1,1,115,0,450000.0,False,True,False,False,0
2278,894779.6666666666,True,3,1,1,68,0,390000.0,False,True,False,False,2
2279,876340.6047529706,True,4,2,2,139,0,1598000.0,False,True,False,False,2
2280,876340.6047529706,True,4,3,3,125,30,680000.0,False,True,False,False,2
2281,1917213.725,True,3,1,1,53,0,350000.0,False,True,False,False,2
2282,1263136.32,True,3,2,2,205,0,1400000.0,False,True,False,False,1
2283,329308.0022413793,True,3,1,3,250,0,490000.0,True,False,False,False,0
2284,583929.8409785932,True,3,1,1,62,0,350000.0,False,True,False,False,2
2285,894779.6666666666,True,3,1,1,72,0,496000.0,False,True,False,False,2
2286,876340.6047529706,True,3,1,1,74,0,499000.0,False,True,False,False,2
2287,534571.1057692308,True,3,1,1,140,0,680000.0,False,True,False,False,1
2288,748617.8699186991,True,4,3,2,156,0,880000.0,False,True,False,False,2
2289,7561666.666666667,True,3,1,1,70,12,170000.0,False,True,False,False,0
2290,876340.6047529706,True,3,3,2,163,110,700000.0,False,True,False,False,2
2291,583929.8409785932,True,4,2,2,186,0,1140000.0,False,True,False,False,0
2292,447179.76470588235,True,2,1,1,70,0,450000.0,False,True,False,False,2
2293,808514.2307692308,True,4,4,4,207,0,1600000.0,False,True,False,False,2
2294,876340.6047529706,True,2,1,1,47,0,320000.0,False,True,False,False,2
2295,1263136.32,False,4,0,1,106,0,340000.0,False,True,False,False,0
2296,876340.6047529706,True,3,1,1,83,37,285000.0,False,True,False,False,0
2297,506908.225,True,3,1,1,69,0,480000.0,False,True,False,False,2
2298,1233013.5357142857,True,4,4,4,154,0,850000.0,False,True,False,False,2
2299,506908.225,True,1,0,1,38,0,320000.0,False,True,False,False,2
2300,876340.6047529706,True,3,1,2,117,0,650000.0,False,True,False,False,2
2301,876340.6047529706,True,3,1,2,101,0,750000.0,False,True,False,False,1
2302,506917.8622222222,True,3,1,0,63,0,400000.0,False,True,False,False,2
2303,894779.6666666666,True,2,1,1,50,0,450000.0,False,True,False,False,2
2304,534571.1057692308,True,3,0,0,87,0,438000.0,False,True,False,False,0
2305,690600.0,True,3,1,2,180,50,590000.0,False,True,False,False,1
2306,506917.8622222222,True,3,1,0,77,0,535000.0,False,True,False,False,2
2307,258705.88235294117,True,3,1,1,61,0,230000.0,False,True,False,False,2
2308,876340.6047529706,True,3,0,3,141,0,1000000.0,True,False,False,False,0
2309,296056.4166666667,True,3,1,2,97,0,260000.0,False,True,False,False,0
2310,876340.6047529706,True,3,1,1,121,28,620000.0,False,True,False,False,1
2311,876340.6047529706,True,4,4,3,180,0,1000000.0,False,True,False,False,2
2312,599055.7475247525,True,2,1,1,55,0,400000.0,False,True,False,False,2
2313,583929.8409785932,True,4,3,2,165,0,870000.0,False,True,False,False,2
2314,1917213.725,True,3,1,2,90,0,530000.0,False,True,False,False,2
2315,506917.8622222222,True,2,1,2,79,0,500000.0,False,True,False,False,2
2316,1233013.5357142857,True,4,2,10,1000,200,1350000.0,True,False,False,False,1
2317,748617.8699186991,True,3,0,1,74,0,300000.0,False,True,False,False,1
2318,583929.8409785932,True,4,4,3,153,0,980000.0,False,True,False,False,2
2319,506917.8622222222,True,3,1,2,96,24,700000.0,False,True,False,False,1
2320,448383.4,True,3,0,1,75,0,350000.0,False,True,False,False,2
2321,876340.6047529706,True,3,1,2,90,0,435000.0,False,True,False,False,1
2322,534571.1057692308,True,4,1,2,210,0,1000000.0,False,True,False,False,2
2323,876340.6047529706,True,3,1,2,100,0,620000.0,False,True,False,False,0
2324,365807.8947368421,True,3,0,1,68,0,250000.0,False,True,False,False,2
2325,520250.0,True,3,1,2,112,0,680000.0,False,True,False,False,2
2326,599055.7475247525,True,2,1,1,60,0,390000.0,False,True,False,False,2
2327,4235034.090452261,True,3,1,1,68,0,472900.0,False,True,False,False,2
2328,1233013.5357142857,True,4,4,3,171,0,1200000.0,False,True,False,False,2
2329,365807.8947368421,True,2,1,0,63,0,320000.0,False,True,False,False,0
2330,876340.6047529706,True,3,1,2,96,0,630000.0,False,True,False,False,2
2331,876340.6047529706,True,4,2,2,250,0,1300000.0,False,True,False,False,2
2332,4235034.090452261,True,4,1,2,210,0,780000.0,False,True,False,False,2
2333,894779.6666666666,True,2,1,1,45,0,430000.0,False,True,False,False,2
2334,690600.0,True,3,1,1,128,0,510000.0,False,True,False,False,2
2335,534571.1057692308,True,4,2,2,129,0,700000.0,False,True,False,False,2
2336,876340.6047529706,True,1,0,1,32,11,175000.0,False,True,False,False,1
2337,583929.8409785932,True,3,1,2,96,0,650000.0,False,True,False,False,2
2338,1917213.725,True,2,1,1,80,0,430000.0,False,True,False,False,0
2339,268065.0,True,3,0,1,68,0,210000.0,False,True,False,False,2
2340,575885.0574712644,True,3,1,1,127,0,400000.0,False,True,False,False,0
2341,876340.6047529706,False,2,0,1,47,0,320000.0,False,True,False,False,1
2342,4235034.090452261,True,4,4,3,199,0,1600000.0,False,True,False,False,2
2343,876340.6047529706,True,4,2,2,167,0,915000.0,False,True,False,False,2
2344,583929.8409785932,True,3,1,2,93,0,670000.0,False,True,False,False,2
2345,448228.3333333333,True,3,1,0,208,152,550000.0,True,False,False,False,0
2346,599055.7475247525,True,4,2,2,125,0,797000.0,False,True,False,False,2
2347,1233013.5357142857,True,4,4,4,205,0,1750000.0,False,True,False,False,2
2348,876340.6047529706,True,3,2,2,128,0,525000.0,False,True,False,False,0
2349,534571.1057692308,True,3,1,1,100,30,380000.0,False,True,False,False,0
2350,876340.6047529706,True,4,4,4,472,0,5500000.0,False,True,False,False,2
2351,506917.8622222222,True,3,1,2,80,0,495000.0,False,True,False,False,2
2352,416455.32515337423,True,2,1,1,62,0,360000.0,False,True,False,False,2
2353,506908.225,True,1,0,1,34,0,280000.0,False,True,False,False,2
2354,876340.6047529706,True,4,4,2,180,0,950000.0,False,True,False,False,2
2355,876340.6047529706,True,3,1,2,82,24,540000.0,False,True,False,False,2
2356,365807.8947368421,True,2,0,1,64,0,160000.0,False,True,False,False,0
2357,258705.88235294117,True,3,1,1,59,0,260000.0,False,True,False,False,2
2358,4235034.090452261,True,4,4,3,208,0,1150000.0,False,True,False,False,2
2359,416455.32515337423,True,2,1,1,62,0,385000.0,False,True,False,False,1
2360,1917213.725,True,3,2,2,90,0,570000.0,False,True,False,False,2
2361,1917213.725,True,3,1,1,70,0,330000.0,False,True,False,False,2
2362,506908.225,True,1,1,1,33,12,160000.0,False,True,False,False,0
2363,583929.8409785932,True,3,1,1,135,0,550000.0,False,True,False,False,2
2364,534571.1057692308,True,3,1,1,60,0,440000.0,False,True,False,False,2
2365,876340.6047529706,True,3,1,1,70,0,360000.0,False,True,False,False,2
